R,2.332333,0.2500051,2.367274,1477010443660000,2.044689,0.6250832,2.165556,0.1113202,0.05135969,0.1545509
L,2.159629,0.2365246,1477010443680000,2.087996,0.6273766,2.163373,0.1179138,0.0544507,0.1589675,
R,2.112873,0.2432764,1.183835,1477010443700000,2.13126,0.6298036,2.161113,0.1246831,0.05763005,0.1633729
L,2.087554,0.5504116,1477010443720000,2.174478,0.6323679,2.158773,0.1316267,0.06089751,0.1677668,
R,2.677423,0.2143487,1.0796,1477010443740000,2.217649,0.6350728,2.156354,0.1387429,0.06425285,0.1721489
L,2.159755,0.586391,1477010443760000,2.260771,0.6379219,2.153853,0.14603,0.06769583,0.176519,
R,2.035892,0.3266617,1.883381,1477010443780000,2.303843,0.6409186,2.15127,0.1534865,0.07122621,0.1808767
L,2.439082,0.4926558,1477010443800000,2.346863,0.6440661,2.148603,0.1611105,0.07484374,0.1852216,
R,1.892754,0.220666,1.91104,1477010443820000,2.389829,0.6473679,2.145852,0.1689002,0.07854817,0.1895536
L,2.481702,0.7284467,1477010443840000,2.43274,0.6508273,2.143014,0.176854,0.08233924,0.1938723,
R,2.842516,0.2385363,1.760065,1477010443860000,2.475593,0.6544474,2.140088,0.1849699,0.08621669,0.1981773
L,2.320102,0.6929723,1477010443880000,2.518387,0.6582316,2.137074,0.193246,0.09018024,0.2024685,
R,2.387607,0.2954967,1.973812,1477010443900000,2.561121,0.6621831,2.13397,0.2016805,0.09422961,0.2067455
L,2.500054,0.8685236,1477010443920000,2.603792,0.6663049,2.130775,0.2102712,0.09836451,0.2110079,
R,3.047794,0.2103394,1.779816,1477010443940000,2.646398,0.6706003,2.127487,0.2190164,0.1025847,0.2152555
L,2.80763,0.5241035,1477010443960000,2.688938,0.6750722,2.124105,0.2279138,0.1068898,0.219488,
R,2.879052,0.2393024,1.727576,1477010443980000,2.73141,0.6797237,2.120628,0.2369614,0.1112795,0.2237052
L,2.737728,0.7664197,1477010444000000,2.773812,0.6845578,2.117054,0.2461572,0.1157536,0.2279066,
R,3.236896,0.2818741,1.989343,1477010444020000,2.816142,0.6895774,2.113383,0.2554988,0.1203118,0.232092
L,2.779116,0.8139962,1477010444040000,2.858397,0.6947854,2.109612,0.2649842,0.1249536,0.2362611,
R,2.934428,0.2521198,2.153463,1477010444060000,2.900577,0.7001848,2.105741,0.2746112,0.1296788,0.2404137
L,2.974923,0.5858155,1477010444080000,2.942678,0.7057782,2.101768,0.2843773,0.1344871,0.2445493,
R,2.971645,0.2742529,2.164816,1477010444100000,2.9847,0.7115686,2.097692,0.2942804,0.1393781,0.2486679
L,2.744315,0.4145591,1477010444120000,3.026639,0.7175585,2.093512,0.3043182,0.1443515,0.2527689,
R,3.68526,0.253088,2.293332,1477010444140000,3.068494,0.7237506,2.089226,0.3144881,0.1494068,0.2568522
L,2.76866,0.7123794,1477010444160000,3.110262,0.7301477,2.084832,0.324788,0.1545439,0.2609175,
R,3.53829,0.2531291,2.065225,1477010444180000,3.151941,0.7367522,2.080331,0.3352152,0.1597622,0.2649645
L,3.311885,0.5696988,1477010444200000,3.19353,0.7435667,2.07572,0.3457673,0.1650615,0.2689929,
R,2.696144,0.2055086,2.179622,1477010444220000,3.235025,0.7505937,2.070998,0.356442,0.1704414,0.2730024
L,3.12036,0.6127033,1477010444240000,3.276426,0.7578356,2.066163,0.3672365,0.1759014,0.2769928,
R,3.67606,0.2377225,2.340795,1477010444260000,3.317728,0.7652948,2.061215,0.3781484,0.1814413,0.2809637
L,3.308658,0.7275783,1477010444280000,3.358931,0.7729735,2.056153,0.3891751,0.1870606,0.2849149,
R,3.952341,0.2156956,1.803149,1477010444300000,3.400032,0.7808741,2.050975,0.4003139,0.1927589,0.288846
L,3.423545,0.7954527,1477010444320000,3.441028,0.7889988,2.045679,0.4115622,0.1985358,0.292757,
R,3.723991,0.1654375,1.872488,1477010444340000,3.481917,0.7973498,2.040266,0.4229174,0.2043909,0.2966473
L,3.428164,1.160585,1477010444360000,3.522697,0.8059292,2.034732,0.4343768,0.2103239,0.3005169,
R,3.646309,0.2298919,2.627581,1477010444380000,3.563366,0.8147389,2.029078,0.4459375,0.2163342,0.3043654
L,3.840514,0.659332,1477010444400000,3.60392,0.8237812,2.023303,0.457597,0.2224215,0.3081925,
R,3.395335,0.1918173,1.897672,1477010444420000,3.644357,0.8330578,2.017404,0.4693524,0.2285854,0.3119979
L,3.84696,0.612417,1477010444440000,3.684676,0.8425706,2.011381,0.4812009,0.2348253,0.3157815,
R,3.410801,0.1890643,2.303743,1477010444460000,3.724873,0.8523216,2.005234,0.4931397,0.2411409,0.3195429
L,3.830187,0.7752237,1477010444480000,3.764946,0.8623125,1.99896,0.505166,0.2475318,0.3232819,
R,3.961605,0.2174496,2.060555,1477010444500000,3.804892,0.872545,1.992559,0.517277,0.2539974,0.3269982
L,4.030053,1.05643,1477010444520000,3.844709,0.8830208,1.98603,0.5294697,0.2605374,0.3306915,
R,3.516208,0.2529541,1.195754,1477010444540000,3.884394,0.8937414,1.979371,0.5417412,0.2671512,0.3343617
L,4.117986,1.008514,1477010444560000,3.923945,0.9047085,1.972583,0.5540888,0.2738385,0.3380083,
R,4.744735,0.2542458,1.449376,1477010444580000,3.963359,0.9159236,1.965664,0.5665093,0.2805986,0.3416313
L,4.142516,1.113744,1477010444600000,4.002633,0.927388,1.958612,0.579,0.2874313,0.3452302,
R,3.957743,0.1736938,1.679904,1477010444620000,4.041765,0.9391031,1.951428,0.5915578,0.2943359,0.348805
L,4.172371,0.8640565,1477010444640000,4.080752,0.9510703,1.944111,0.6041798,0.301312,0.3523552,
R,3.912296,0.1842499,2.487935,1477010444660000,4.119592,0.9632908,1.936659,0.616863,0.3083591,0.3558808
L,4.254886,0.7343056,1477010444680000,4.158281,0.9757658,1.929072,0.6296044,0.3154767,0.3593813,
R,3.838521,0.2537553,2.028916,1477010444700000,4.196816,0.9884964,1.921349,0.642401,0.3226643,0.3628567
L,4.301229,1.230981,1477010444720000,4.235197,1.001484,1.91349,0.6552498,0.3299214,0.3663065,
R,4.751324,0.2107857,2.665832,1477010444740000,4.273418,1.014729,1.905493,0.6681478,0.3372476,0.3697307
L,4.325527,1.129389,1477010444760000,4.311478,1.028233,1.897358,0.681092,0.3446422,0.3731289,
R,4.182363,0.2402988,1.88442,1477010444780000,4.349374,1.041996,1.889085,0.6940794,0.3521048,0.3765009
L,4.3137,1.027295,1477010444800000,4.387103,1.05602,1.880674,0.7071068,0.3596348,0.3798465,
R,4.862828,0.2425865,1.959289,1477010444820000,4.424663,1.070304,1.872122,0.7201714,0.3672317,0.3831654
L,4.439228,1.299503,1477010444840000,4.462049,1.084851,1.863431,0.73327,0.374895,0.3864575,
R,4.585293,0.2557856,1.908521,1477010444860000,4.499261,1.099661,1.854599,0.7463996,0.3826242,0.3897224
L,4.612669,1.085156,1477010444880000,4.536294,1.114733,1.845626,0.7595571,0.3904186,0.39296,
R,4.801802,0.2706084,2.00506,1477010444900000,4.573147,1.130069,1.836513,0.7727396,0.3982778,0.39617
L,4.420055,0.8773081,1477010444920000,4.609816,1.145669,1.827257,0.7859439,0.4062012,0.3993521,
R,5.002022,0.2876609,2.150116,1477010444940000,4.646297,1.161534,1.81786,0.7991672,0.4141883,0.4025063
L,4.607904,1.164533,1477010444960000,4.68259,1.177663,1.808321,0.8124062,0.4222384,0.4056322,
R,5.220284,0.1977765,1.751224,1477010444980000,4.71869,1.194058,1.798639,0.8256581,0.430351,0.4087297
L,4.462173,1.330234,1477010445000000,4.754595,1.210718,1.788815,0.8389197,0.4385256,0.4117984,
R,5.551192,0.2235526,1.718373,1477010445020000,4.790302,1.227643,1.778849,0.8521881,0.4467616,0.4148383
L,4.839703,1.159574,1477010445040000,4.825808,1.244835,1.768739,0.8654603,0.4550584,0.417849,
R,4.987966,0.2254093,1.501769,1477010445060000,4.86111,1.262291,1.758487,0.8787332,0.4634153,0.4208304
L,5.206431,1.370946,1477010445080000,4.896205,1.280014,1.748093,0.892004,0.4718319,0.4237823,
R,5.274748,0.2461611,1.775933,1477010445100000,4.931091,1.298002,1.737555,0.9052696,0.4803076,0.4267044
L,5.069256,1.422107,1477010445120000,4.965764,1.316255,1.726875,0.918527,0.4888417,0.4295966,
R,5.013912,0.3336263,2.080364,1477010445140000,5.000222,1.334774,1.716053,0.9317734,0.4974336,0.4324586
L,5.12808,1.522967,1477010445160000,5.034463,1.353558,1.705088,0.9450057,0.5060828,0.4352903,
R,5.243159,0.1912195,2.298613,1477010445180000,5.068482,1.372606,1.69398,0.9582211,0.5147886,0.4380915
L,5.44348,1.455798,1477010445200000,5.102277,1.391919,1.682731,0.9714167,0.5235504,0.4408618,
R,5.521208,0.2759952,1.953438,1477010445220000,5.135845,1.411495,1.67134,0.9845896,0.5323677,0.4436013
L,5.007805,1.270849,1477010445240000,5.169184,1.431335,1.659808,0.9977369,0.5412397,0.4463096,
R,5.303121,0.2566313,1.154994,1477010445260000,5.202291,1.451437,1.648134,1.010856,0.5501659,0.4489866
L,5.280863,1.771497,1477010445280000,5.235162,1.471802,1.63632,1.023943,0.5591456,0.4516321,
R,5.330943,0.2764633,2.187116,1477010445300000,5.267796,1.492429,1.624365,1.036997,0.5681783,0.4542458
L,5.152994,1.543028,1477010445320000,5.300189,1.513316,1.612271,1.050014,0.5772632,0.4568277,
R,5.741876,0.2078347,1.64022,1477010445340000,5.332338,1.534463,1.600037,1.062991,0.5863997,0.4593776
L,5.30745,1.667053,1477010445360000,5.36424,1.55587,1.587665,1.075926,0.5955873,0.4618952,
R,6.104127,0.2627738,1.647589,1477010445380000,5.395894,1.577535,1.575154,1.088815,0.6048252,0.4643804
L,5.362151,1.456443,1477010445400000,5.427295,1.599457,1.562505,1.101657,0.6141128,0.4668329,
R,5.545997,0.3172219,1.687071,1477010445420000,5.458442,1.621636,1.54972,1.114449,0.6234494,0.4692528
L,5.386719,1.525534,1477010445440000,5.489331,1.64407,1.536798,1.127188,0.6328345,0.4716397,
R,5.601745,0.3104674,1.660889,1477010445460000,5.51996,1.666758,1.52374,1.13987,0.6422673,0.4739934
L,5.630723,1.512098,1477010445480000,5.550327,1.6897,1.510548,1.152495,0.6517472,0.476314,
R,5.75089,0.287745,1.815177,1477010445500000,5.580427,1.712893,1.497221,1.165059,0.6612734,0.4786011
L,5.57781,1.978792,1477010445520000,5.61026,1.736337,1.483762,1.177559,0.6708455,0.4808546,
R,5.868426,0.2615238,1.514056,1477010445540000,5.639821,1.760031,1.470169,1.189994,0.6804626,0.4830743
L,5.555406,1.572129,1477010445560000,5.669109,1.783972,1.456445,1.202361,0.690124,0.4852602,
R,5.681166,0.33408,1.71335,1477010445580000,5.698121,1.80816,1.442591,1.214656,0.6998292,0.487412
L,5.862685,1.809282,1477010445600000,5.726854,1.832594,1.428606,1.226879,0.7095775,0.4895296,
R,6.434367,0.3754523,1.606852,1477010445620000,5.755306,1.857271,1.414493,1.239026,0.7193681,0.4916128
L,5.633245,1.887303,1477010445640000,5.783473,1.88219,1.400252,1.251095,0.7292003,0.4936615,
R,6.176648,0.3311599,1.915502,1477010445660000,5.811354,1.90735,1.385884,1.263084,0.7390736,0.4956756
L,6.089459,1.998972,1477010445680000,5.838946,1.932748,1.371391,1.27499,0.7489871,0.4976549,
R,6.456969,0.3468216,1.715338,1477010445700000,5.866247,1.958384,1.356773,1.286812,0.7589402,0.4995992
L,5.984983,1.736187,1477010445720000,5.893253,1.984256,1.342031,1.298547,0.7689322,0.5015085,
R,6.079244,0.3466806,1.443279,1477010445740000,5.919963,2.010361,1.327167,1.310193,0.7789623,0.5033826
L,5.834258,1.918984,1477010445760000,5.946374,2.036698,1.312181,1.321747,0.78903,0.5052214,
R,6.817833,0.2677217,1.809092,1477010445780000,5.972484,2.063265,1.297076,1.333208,0.7991344,0.5070247
L,6.11763,2.113609,1477010445800000,5.99829,2.09006,1.281852,1.344574,0.8092749,0.5087925,
R,6.553604,0.3631352,1.956281,1477010445820000,6.023789,2.117082,1.26651,1.355842,0.8194507,0.5105245
L,5.882525,2.018021,1477010445840000,6.048981,2.144327,1.251051,1.367011,0.8296612,0.5122207,
R,6.354178,0.3578157,1.850769,1477010445860000,6.073861,2.171795,1.235478,1.378078,0.8399057,0.5138809
L,5.845301,2.32254,1477010445880000,6.098429,2.199483,1.219791,1.389041,0.8501833,0.5155051,
R,6.788724,0.3500119,0.8855069,1477010445900000,6.122681,2.227389,1.203991,1.399899,0.8604934,0.5170931
L,6.192577,2.337388,1477010445920000,6.146616,2.255511,1.188081,1.41065,0.8708352,0.5186448,
R,6.672802,0.3763826,1.89296,1477010445940000,6.17023,2.283847,1.17206,1.421292,0.8812081,0.5201601
L,6.42324,2.075939,1477010445960000,6.193523,2.312394,1.155931,1.431823,0.8916113,0.5216389,
R,6.450782,0.3370652,1.450938,1477010445980000,6.216492,2.341151,1.139696,1.442242,0.9020441,0.5230811
L,6.152174,2.481321,1477010446000000,6.239135,2.370114,1.123354,1.452545,0.9125057,0.5244866,
R,6.602608,0.3622319,1.533658,1477010446020000,6.261449,2.399283,1.106909,1.462733,0.9229955,0.5258552
L,6.23276,2.339978,1477010446040000,6.283433,2.428653,1.090361,1.472803,0.9335126,0.527187,
R,6.811766,0.3614869,1.713706,1477010446060000,6.305085,2.458224,1.073712,1.482754,0.9440563,0.5284817
L,6.209953,2.647282,1477010446080000,6.326402,2.487992,1.056963,1.492583,0.9546259,0.5297394,
R,6.74412,0.3828741,1.658701,1477010446100000,6.347382,2.517955,1.040116,1.50229,0.9652207,0.5309599
L,6.229364,2.632175,1477010446120000,6.368025,2.54811,1.023172,1.511873,0.9758399,0.5321431,
R,7.15911,0.3961379,1.066008,1477010446140000,6.388327,2.578456,1.006133,1.52133,0.9864828,0.533289
L,6.605476,2.392153,1477010446160000,6.408287,2.60899,0.9890008,1.53066,0.9971486,0.5343975,
R,7.208892,0.3015249,1.68282,1477010446180000,6.427903,2.639708,0.9717764,1.539861,1.007837,0.5354684
L,6.265755,2.744955,1477010446200000,6.447173,2.670609,0.9544616,1.548933,1.018546,0.5365018,
R,7.099791,0.4299308,1.412016,1477010446220000,6.466096,2.701689,0.937058,1.557873,1.029276,0.5374975
L,6.589404,2.674101,1477010446240000,6.484669,2.732947,0.9195672,1.566681,1.040026,0.5384555,
R,7.327706,0.4194747,1.180755,1477010446260000,6.502892,2.764379,0.9019908,1.575355,1.050795,0.5393756
L,6.690255,2.879218,1477010446280000,6.520761,2.795983,0.8843304,1.583893,1.061582,0.540258,
R,7.239931,0.3872024,1.83665,1477010446300000,6.538276,2.827755,0.8665877,1.592295,1.072388,0.5411024
L,6.553628,2.784163,1477010446320000,6.555435,2.859694,0.8487643,1.60056,1.08321,0.5419089,
R,7.333894,0.4345303,1.748014,1477010446340000,6.572237,2.891797,0.830862,1.608686,1.094048,0.5426773
L,6.44416,2.96626,1477010446360000,6.588679,2.92406,0.8128823,1.616671,1.104901,0.5434076,
R,7.003815,0.4320817,1.032755,1477010446380000,6.604761,2.956481,0.7948269,1.624516,1.11577,0.5440998
L,6.736654,3.16392,1477010446400000,6.62048,2.989058,0.7766976,1.632219,1.126652,0.5447538,
R,7.174838,0.415566,1.166213,1477010446420000,6.635836,3.021786,0.7584961,1.639778,1.137547,0.5453696
L,6.851102,2.903386,1477010446440000,6.650827,3.054664,0.740224,1.647194,1.148454,0.545947,
R,7.675967,0.4028372,1.216546,1477010446460000,6.665451,3.087688,0.7218832,1.654464,1.159373,0.5464862
L,6.627659,3.019098,1477010446480000,6.679708,3.120855,0.7034752,1.661588,1.170303,0.546987,
R,7.101848,0.412992,1.167968,1477010446500000,6.693595,3.154163,0.685002,1.668565,1.181242,0.5474495
L,6.49701,3.135553,1477010446520000,6.707112,3.187609,0.6664652,1.675395,1.192191,0.5478735,
R,7.868969,0.4664835,1.910565,1477010446540000,6.720258,3.221189,0.6478666,1.682075,1.203149,0.548259
L,6.778862,3.436592,1477010446560000,6.73303,3.254901,0.629208,1.688606,1.214114,0.5486061,
R,7.40558,0.5579406,1.427596,1477010446580000,6.745429,3.288741,0.6104912,1.694987,1.225086,0.5489147
L,6.927701,3.52397,1477010446600000,6.757452,3.322707,0.5917179,1.701216,1.236065,0.5491848,
R,7.441953,0.5039145,1.116257,1477010446620000,6.7691,3.356796,0.5728899,1.707294,1.247048,0.5494163
L,6.766108,3.375296,1477010446640000,6.78037,3.391004,0.5540091,1.713219,1.258037,0.5496092,
R,7.909542,0.455593,1.434862,1477010446660000,6.791261,3.425329,0.5350773,1.718991,1.269029,0.5497636
L,6.670314,3.569974,1477010446680000,6.801774,3.459767,0.5160963,1.724609,1.280024,0.5498794,
R,7.211141,0.4985548,0.9537938,1477010446700000,6.811906,3.494315,0.497068,1.730072,1.291022,0.5499566
L,6.699457,3.249856,1477010446720000,6.821656,3.52897,0.4779941,1.735381,1.302021,0.5499952,
R,7.526276,0.4787771,1.456069,1477010446740000,6.831025,3.56373,0.4588765,1.740534,1.313021,0.5499952
L,6.724502,3.732601,1477010446760000,6.840011,3.59859,0.4397171,1.74553,1.324021,0.5499566,
R,7.878601,0.5168937,1.138248,1477010446780000,6.848613,3.633549,0.4205178,1.75037,1.33502,0.5498794
L,6.899428,3.474501,1477010446800000,6.856831,3.668602,0.4012805,1.755053,1.346017,0.5497636,
R,8.174216,0.4467325,1.074357,1477010446820000,6.864664,3.703746,0.3820069,1.759579,1.357012,0.5496092
L,7.063622,3.568823,1477010446840000,6.87211,3.738979,0.3626991,1.763946,1.368005,0.5494163,
R,7.698035,0.5009966,1.065354,1477010446860000,6.87917,3.774297,0.3433589,1.768155,1.378993,0.5491848
L,6.696094,3.86009,1477010446880000,6.885843,3.809697,0.3239882,1.772205,1.389977,0.5489147,
R,7.846896,0.5926595,1.037155,1477010446900000,6.892128,3.845176,0.304589,1.776097,1.400955,0.5486061
L,6.867198,3.919019,1477010446920000,6.898025,3.880731,0.2851631,1.779829,1.411927,0.548259,
R,7.877745,0.567604,1.310315,1477010446940000,6.903533,3.916358,0.2657126,1.783401,1.422892,0.5478735
L,6.984287,4.026859,1477010446960000,6.908651,3.952054,0.2462393,1.786814,1.43385,0.5474495,
R,8.051424,0.4756422,1.021925,1477010446980000,6.913381,3.987817,0.2267452,1.790067,1.444799,0.546987
L,7.076221,3.848158,1477010447000000,6.91772,4.023642,0.2072323,1.79316,1.455738,0.5464862,
R,8.09177,0.4760418,0.7315878,1477010447020000,6.921668,4.059527,0.1877026,1.796092,1.466668,0.545947
L,6.837045,4.161293,1477010447040000,6.925226,4.095469,0.1681579,1.798864,1.477587,0.5453696,
R,8.123691,0.5076588,1.07182,1477010447060000,6.928393,4.131464,0.1486003,1.801476,1.488495,0.5447538
L,6.808761,3.946343,1477010447080000,6.931169,4.167509,0.1290319,1.803927,1.49939,0.5440998,
R,7.602171,0.5392524,0.7929085,1477010447100000,6.933553,4.203601,0.1094545,1.806218,1.510272,0.5434076
L,6.722024,4.302152,1477010447120000,6.935546,4.239736,0.08987023,1.808349,1.52114,0.5426773,
R,8.472439,0.5605127,1.41275,1477010447140000,6.937147,4.275912,0.07028108,1.810319,1.531993,0.5419089
L,6.896829,4.141165,1477010447160000,6.938356,4.312126,0.05068907,1.812128,1.542831,0.5411024,
R,7.490558,0.5812397,1.307706,1477010447180000,6.939174,4.348373,0.03109624,1.813778,1.553654,0.540258
L,6.743016,4.475665,1477010447200000,6.9396,4.384651,0.01150463,1.815268,1.564459,0.5393756,
R,8.037414,0.5967917,0.5457143,1477010447220000,6.939634,4.420957,-0.00808372,1.816598,1.575246,0.5384555
L,6.90992,4.47257,1477010447240000,6.939277,4.457287,-0.02766676,1.817768,1.586015,0.5374975,
R,8.251491,0.5622549,0.5249337,1477010447260000,6.938528,4.493639,-0.04724242,1.818779,1.596765,0.5365018
L,6.602292,4.675193,1477010447280000,6.937388,4.530009,-0.06680863,1.819632,1.607495,0.5354684,
R,8.651931,0.5777994,1.60934,1477010447300000,6.935857,4.566394,-0.08636333,1.820325,1.618205,0.5343975
L,7.15559,4.832404,1477010447320000,6.933935,4.60279,-0.1059044,1.82086,1.628893,0.533289,
R,8.677668,0.5781778,0.9650278,1477010447340000,6.931623,4.639196,-0.1254299,1.821238,1.639558,0.5321431
L,6.708048,4.834906,1477010447360000,6.92892,4.675606,-0.1449375,1.821458,1.650201,0.5309599,
R,8.440419,0.6386754,0.5328853,1477010447380000,6.925828,4.712019,-0.1644253,1.821521,1.66082,0.5297394
L,6.780726,4.65517,1477010447400000,6.922347,4.748432,-0.1838911,1.821428,1.671415,0.5284817,
R,8.137528,0.6095788,1.122925,1477010447420000,6.918477,4.78484,-0.2033329,1.821179,1.681985,0.527187
L,6.720151,4.634655,1477010447440000,6.914218,4.821242,-0.2227484,1.820774,1.692529,0.5258552,
R,8.541348,0.6305872,1.218882,1477010447460000,6.909572,4.857633,-0.2421357,1.820215,1.703046,0.5244866
L,6.920381,4.771769,1477010447480000,6.904538,4.894011,-0.2614925,1.819502,1.713535,0.5230811,
R,8.214949,0.5612321,0.5485365,1477010447500000,6.899118,4.930373,-0.2808168,1.818636,1.723997,0.5216389
L,7.04561,4.894963,1477010447520000,6.893312,4.966716,-0.3001065,1.817617,1.73443,0.5201601,
R,8.918358,0.6241036,0.7753546,1477010447540000,6.887121,5.003036,-0.3193594,1.816447,1.744833,0.5186448
L,6.886567,5.04064,1477010447560000,6.880545,5.039332,-0.3385734,1.815126,1.755206,0.5170931,
R,8.642235,0.6381296,0.8407116,1477010447580000,6.873586,5.075598,-0.3577463,1.813655,1.765548,0.5155051
L,6.760122,5.2604,1477010447600000,6.866245,5.111834,-0.3768761,1.812034,1.775858,0.5138809,
R,8.588315,0.6408851,0.9994358,1477010447620000,6.858521,5.148035,-0.3959606,1.810266,1.786136,0.5122207
L,7.100373,5.419423,1477010447640000,6.850416,5.184199,-0.4149977,1.80835,1.79638,0.5105245,
R,8.697624,0.7081204,0.5230005,1477010447660000,6.841932,5.220323,-0.4339853,1.806289,1.80659,0.5087925
L,6.796267,5.380387,1477010447680000,6.833069,5.256404,-0.4529212,1.804082,1.816766,0.5070247,
R,8.94811,0.6733867,0.8220972,1477010447700000,6.823827,5.29244,-0.4718034,1.801732,1.826907,0.5052214
L,6.932667,5.252942,1477010447720000,6.814209,5.328426,-0.4906296,1.799239,1.837011,0.5033826,
R,8.448927,0.6630407,0.1964037,1477010447740000,6.804216,5.364361,-0.5093978,1.796604,1.847079,0.5015085
L,6.798603,5.737154,1477010447760000,6.793848,5.400241,-0.528106,1.793829,1.857109,0.4995992,
R,8.511555,0.7246109,0.4654007,1477010447780000,6.783107,5.436064,-0.5467519,1.790915,1.867101,0.4976549
L,6.58272,5.705304,1477010447800000,6.771994,5.471828,-0.5653335,1.787863,1.877054,0.4956756,
R,8.677356,0.5930919,1.18938,1477010447820000,6.76051,5.507528,-0.5838486,1.784675,1.886968,0.4936615
L,6.748709,5.503658,1477010447840000,6.748657,5.543163,-0.6022953,1.781352,1.896841,0.4916128,
R,8.954919,0.6302131,0.7719494,1477010447860000,6.736436,5.578731,-0.6206715,1.777896,1.906673,0.4895296
L,6.622373,5.539632,1477010447880000,6.723849,5.614227,-0.638975,1.774308,1.916464,0.487412,
R,8.768659,0.7678084,0.4811,1477010447900000,6.710896,5.649651,-0.6572038,1.770589,1.926212,0.4852602
L,6.490556,6.003757,1477010447920000,6.697581,5.684998,-0.6753559,1.766742,1.935917,0.4830743,
R,8.89892,0.704128,0.2911465,1477010447940000,6.683903,5.720267,-0.6934292,1.762768,1.945579,0.4808546
L,6.743681,5.602557,1477010447960000,6.669865,5.755455,-0.7114217,1.758668,1.955196,0.4786011,
R,8.545894,0.7110569,-0.1611209,1477010447980000,6.655469,5.79056,-0.7293314,1.754445,1.964768,0.476314
L,6.496865,5.753502,1477010448000000,6.640715,5.825579,-0.7471563,1.750099,1.974294,0.4739934,
R,8.70833,0.7533882,0.9774946,1477010448020000,6.625606,5.860509,-0.7648944,1.745633,1.983774,0.4716397
